,0
4918,Crime in the Streets
4919,I Know What You Did Last Summer
4920,Carnosaur
4921,The Doors
4922,Monsters vs. Aliens
4923,Muppets from Space
4924,Peyton Place
4925,Fortress
4926,Ejder Kapanı
4927,Cabaret
4928,Porco Rosso
4929,Lullaby of Broadway
4930,Walk the Line
4931,Higher Learning
4932,Green Lantern: First Flight
4933,Blue City
4934,From Beyond
4935,Countdown
4936,Toy Story 2
4937,Barefoot Ki-bong
4938,Hobo With a Shotgun
4939,Happythankyoumoreplease
4940,Deconstructing Harry
4941,Saints and Soldiers
4942,Santa Claus: The Movie
4943,Alice
4944,Crank: High Voltage
4945,Hero and the Terror
4946,RoboCop 2
4947,A Time to Kill
4948,Life Is Beautiful
4949,Ten Tall Men
4950,The Science of Sleep
4951,Why Do Fools Fall in Love
4952,Dragnet
4953,The Client
4954,Flightplan
4955,My Life Without Me
4956,The Lizzie McGuire Movie
4957,Undercover Blues
4958,Fracture
4959,Bob Roberts
4960,I'm Dancing as Fast as I Can
4961,Set It Off
4962,Eternal Sunshine of the Spotless Mind
4963,Inside Job
4964,Men with Brooms
4965,The Harvey Girls
4966,Crossing Over
4967,Miller's Crossing
4968,Mac and Me
4969,Modern Problems
4970,Sliver
4971,Little Big Man
4972,Grand Canyon
4973,Woo
4974,The Nutcracker in 3D
4975,Surfer Dude
4976,School Daze
4977,From a Whisper to a Scream
4978,Return to Oz
4979,The Distinguished Gentleman
4980,Naked
4981,The King of Comedy
4982,Angel Heart
4983,The Most Dangerous Game
4984,The Road to El Dorado
4985,8 Women
4986,Billy's Hollywood Screen Kiss
4987,Kagemusha
4988,Bug
4989,John Carpenter's Escape from L.A.
4990,The Dreamers
4991,Crank
4992,The Magdalene Sisters
4993,Dog Soldiers
4994,The Hunted
4995,Arthur
4996,Monkeybone
4997,Top Gun
4998,Summer School
4999,Garden State
5000,Simon
5001,Motel Hell
5002,Falling Down
5003,Road Trip
5004,Endangered Species
5005,Whisper
5006,Apache
5007,Being John Malkovich
5008,Bug
5009,Over the Hedge
5010,UHF
5011,House Party
5012,Enron: The Smartest Guys in the Room
5013,Post Grad
5014,The Zodiac
5015,The Americano
5016,The Notebook
5017,The Redhead and the Cowboy
5018,Jason Goes To Hell: The Final Friday
5019,Beavis and Butt-head Do America
5020,Across the Wide Missouri
5021,American Ninja 3: Blood Hunt
5022,Just Friends
5023,The Squeeze
5024,The Dark Knight Rises
5025,The Catered Affair
5026,A Turtle's Tale: Sammy's Adventures
5027,Ladies in Lavender
5028,Exorcist II: The Heretic
5029,Mad City
5030,Six Bridges to Cross
5031,A Bug's Life
5032,Kingdom of the Spiders
5033,John Q
5034,"The Karate Kid, Part III"
5035,Invasion of the Body Snatchers
5036,Who is Cletis Tout?
5037,Sleeping Beauty
5038,The Parent Trap
5039,Catch and Release
5040,Tooth Fairy
5041,Step Brothers
5042,Dreamer
5043,Puncture
5044,High Plains Drifter
5045,F/X2
5046,Awake
5047,"Gabriela, Cravo e Canela"
5048,A Dangerous Method
5049,Adam's Rib
5050,Lovesick
5051,Nowhere to Run
5052,Heathers
5053,Get Him to the Greek
5054,Fiddler on the Roof
5055,All I Desire
5056,Y tu mamá también
5057,Raging Bull
5058,Quest for Camelot
5059,Pocketful of Miracles
5060,Breathless
5061,One Crazy Summer
5062,Batman
5063,Target
5064,The Grudge
5065,American Wedding
5066,Sunny Side Up
5067,L'Enfant
5068,Pokémon 4Ever
5069,Snow Cake
5070,Batman: Mask of the Phantasm
5071,Cheech & Chong's Up in Smoke
5072,Ride the Wild Surf
5073,"Dude, Where's My Car?"
5074,Flashdance
5075,A Grande Arte
5076,The Old Garden
5077,In Her Shoes
5078,Extreme Measures
5079,The September Issue
5080,Black Widow
5081,The Peacemaker
5082,The Way to the Stars
5083,Police Academy 2: Their First Assignment
5084,Baby and I
5085,Couples Retreat
5086,The War Wagon
5087,Bad Boys
5088,Mindhunters
5089,Welcome to the Rileys
5090,Standard Operating Procedure
5091,The Dead Pool
5092,Cabin Fever
5093,Pee-wee's Big Adventure
5094,Another Gay Movie
5095,The Rookie
5096,Scorched
5097,Last Quarter
5098,The Lost City
5099,The Best Years of Our Lives
5100,The Evil Dead
5101,48 Hrs.
5102,She's Out of Control
5103,"Bon Voyage, Charlie Brown"
5104,Walk on Water
5105,Fluke
5106,Kicking & Screaming
5107,The Adventure of Sherlock Holmes' Smarter Brother
5108,The Enforcer
5109,The Kingdom
5110,Sunset Boulevard
5111,Undisputed
5112,Endless Love
5113,Orphans
5114,Breath
5115,Monsieur Lazhar
5116,Capote
5117,Color of the Cross
5118,Astro Boy
5119,Portland Street Blues
5120,Arsene Lupin
5121,The Perfect Weapon
5122,Seraphim Falls
5123,I'll Sleep When I'm Dead
5124,Redbelt
5125,The Five Heartbeats
5126,Sympathy for Mr. Vengeance
5127,One from the Heart
5128,Star Wars Episode V: The Empire Strikes Back
5129,Cassandra's Dream
5130,Commandments
5131,Magic Mike
5132,Manhattan Murder Mystery
5133,Happy Together
5134,Joan Rivers: A Piece of Work
5135,Human Nature
5136,Mike's Murder
5137,Lemony Snicket's A Series of Unfortunate Events
5138,The Desert Trail
5139,Real Genius
5140,The Princess and the Goblin
5141,Bank Robber
5142,Quills
5143,The Warrior's Way
5144,A Man to Remember
5145,Training Day
5146,Eating Raoul
5147,The Mist
5148,Frankie and Alice
5149,Love and Death
5150,Island in the Sun
5151,Johnny Guitar
5152,The Evil That Men Do
5153,Civil Brand
5154,Silver Bullet
5155,Ocean's Twelve
5156,The Mountain
5157,Deathstalker
5158,Single White Female
5159,Bird of Paradise
5160,They Live
5161,Bugsy Malone
5162,Mr. & Mrs. Smith
5163,Crossing Delancey
5164,The Mask of Zorro
5165,The Ten
5166,The Indian Runner
5167,Princess Aurora
5168,The House in the Square
5169,By the Light of the Silvery Moon
5170,I Love You Beth Cooper
5171,Supergirl
5172,Thunderheart
5173,Another You
5174,Terkel in Trouble
5175,April Bride
5176,Runway Beat
5177,All Hat
5178,Cross My Heart
5179,Cadillac Records
5180,Miss Pettigrew Lives for a Day
5181,The Architect
5182,The Hudsucker Proxy
5183,Rabbit Without Ears 2
5184,Slumber Party Massacre 3
5185,Bubble Boy
5186,Portrait of a Beauty
5187,Stepfather II
5188,Closer to Heaven
5189,The Towering Inferno
5190,The Weight of Water
5191,What's the Worst That Could Happen?
5192,Jumping Jacks
5193,P2
5194,Bleach: The DiamondDust Rebellion
5195,Stepmom
5196,The First Grader
5197,The Crazy Stranger
5198,Provinces of Night
5199,G.I. Joe: The Rise of Cobra
5200,The Doctor
5201,Severance
5202,Father of the Bride
5203,Arrietty
5204,The Taking of Pelham 1 2 3
5205,The Deep End of the Ocean
5206,Space Battleship Yamato
5207,Battle Circus
5208,Topaz
5209,Shirley Valentine
5210,Unforgiven
5211,Flipper
5212,The I Don't Care Girl
5213,Ladder 49
5214,Bringing Out the Dead
5215,10 Things I Hate About You
5216,Rush Hour 2
5217,Wrongfully Accused
5218,Modern Times
5219,Molly
5220,Painting the Clouds with Sunshine
5221,Red Scorpion
5222,Never Been Kissed
5223,Love Affair
5224,Wild Orchid
5225,Beyond the Valley of the Dolls
5226,On the Line
5227,The Jazz Singer
5228,Supernova
5229,Amadeus
5230,Matchstick Men
5231,The Man with the Golden Gun
5232,Bathing Beauty
5233,Spider
5234,Divine Secrets of the Ya-Ya Sisterhood
5235,I Can Do Bad All by Myself
5236,Village of the Damned
5237,Under Siege
5238,City of Angels
5239,Bedazzled
5240,How the Grinch Stole Christmas!
5241,Click
5242,Easy Money
5243,The Sword With No Name
5244,Valhalla Rising
5245,Sorority Boys
5246,The Deal
5247,Beyond the Sea
5248,You Can Count on Me
5249,A Good Woman
5250,Waterworld
5251,Tsotsi
5252,Snake Eyes
5253,Buffalo '66
5254,How to Marry a Millionaire
5255,Along Came a Spider
5256,The Mangler
5257,Factory Girl
5258,Night at the Museum: Battle of the Smithsonian
5259,Basic Instinct 2
5260,The Perfect Couple
5261,House on Haunted Hill
5262,Bloody Tie
5263,The Horse Whisperer
5264,Evangelion: 2.0
5265,Rebound
5266,Ed Wood
5267,Turbo: A Power Rangers Movie
5268,The Smurfs
5269,Cold Mountain
5270,Edge of Seventeen
5271,Thirst
5272,National Lampoon's Barely Legal
5273,Night of the Living Dead 3D
5274,Reds
5275,Night Watch
5276,The Man from Down Under
5277,Flashbacks of a Fool
5278,Funny Farm
5279,Vacation
5280,Three of Hearts
5281,E.T. the Extra-Terrestrial
5282,Woodstock
5283,Mad Detective
5284,Mona Lisa Smile
5285,Living Out Loud
5286,Exposed
5287,I Wanna Hold Your Hand
5288,Threesome
5289,A Man Who Was Superman
5290,Hidalgo
5291,Control
5292,Things We Lost in the Fire
5293,Bill & Ted's Excellent Adventure
5294,Paradise
5295,Rocky IV
5296,G-Force
5297,Cops and Robbersons
5298,9
5299,With Honors
5300,American Beauty
5301,Deep Blue Sea
5302,Robin Hood: Men in Tights
5303,Come See the Paradise
5304,If You Are the One
5305,"To Wong Foo, Thanks for Everything! Julie Newmar"
5306,Rhinestone
5307,Terminator Salvation
5308,"The Good, the Bad, the Weird"
5309,Woman's World
5310,The Lion in Winter
5311,All the King's Men
5312,The Iron Petticoat
5313,Gods and Monsters
5314,First Kid
5315,Disorderlies
5316,Gypsy 83
5317,The Matrix
5318,Cedar Rapids
5319,The Seeker: The Dark Is Rising
5320,Crossroads
5321,A Love
5322,The Puffy Chair
5323,Woochi
5324,Summer Catch
5325,Splice
5326,The Kid with a Bike
5327,Best Laid Plans
5328,License to Wed
5329,Magnum Force
5330,Pinocchio 3000
5331,Barton Fink
5332,Two Can Play That Game
5333,Angel
5334,Haywire
5335,Barbarella
5336,Hang 'Em High
5337,Coast Guard
5338,Dudley Do-Right
5339,Rugrats Go Wild
5340,Joe
5341,Beauty in Trouble
5342,Something's Gotta Give
5343,Frogs for Snakes
5344,Sunshine Cleaning
5345,The Man Without a Face
5346,Roar
5347,Harper
5348,Hard Candy
5349,Here Come the Littles
5350,Captain Horatio Hornblower
5351,The Ghost and the Darkness
5352,Jennifer Eight
5353,Branded
5354,Nobody Knows
5355,Mr. Jealousy
5356,Stop! Or My Mom Will Shoot!
5357,Any Which Way You Can
5358,Yahşi Batı
5359,Meet the Fockers
5360,Strangers on a Train
5361,Shorts
5362,The Sad Sack
5363,Urban Legend
5364,Comin' Round The Mountain
5365,Butch Cassidy and the Sundance Kid
5366,Ask Any Girl
5367,The Black Knight
5368,Tea for Two
5369,Dachimawa Lee
5370,They
5371,Fletch Lives
5372,King Kong Lives
5373,Mister Cory
5374,Hidden 3D
5375,Ladybugs
5376,Songcatcher
5377,Felix the Cat: The Movie
5378,So Big
5379,Cadillac Man
5380,Valiant
5381,Wasabi
5382,Cars 2
5383,Paranormal Activity
5384,Super Mario Bros.
5385,"Follow Me, Boys!"
5386,Hoodwinked Too! Hood vs. Evil
5387,The Last Mistress
5388,Outside Providence
5389,REC
5390,The Knack...and How to Get It
5391,The Shape of Things
5392,Dr. No
5393,Scared Stiff
5394,From Russia with Love
5395,69
5396,The Human Centipede II
5397,Jagged Edge
5398,Last Days
5399,Column South
5400,Cosmopolis
5401,National Treasure
5402,A Man and a Woman
5403,"Rich, Young and Pretty"
5404,I Still Know What You Did Last Summer
5405,Summer Wars
5406,Victor/Victoria
5407,Postcards from the Edge
5408,Kismet
5409,Frances
5410,Venom
5411,Autumn in New York
5412,Ben-Hur
5413,Malibu Spring Break
5414,Furry Vengeance
5415,Rush Hour
5416,Running Wild
5417,A Walk on the Moon
5418,Return to Peyton Place
5419,"The Good, the Bad and the Ugly"
5420,"O Brother, Where Art Thou?"
5421,The Men Who Stare at Goats
5422,"Sister, Sister"
5423,Shrek 2
5424,She's Having a Baby
5425,Surveillance
5426,Prelude to a Kiss
5427,Duplex
5428,Pitch Black
5429,Stay
5430,Beverly Hills Cop
5431,Instinct
5432,Sahara
5433,Scoop
5434,Hesher
5435,Twist
5436,Frozen
5437,Harry Potter and the Deathly Hallows: Part I
5438,Hudson Hawk
5439,Wooly Boys
5440,Little Ashes
5441,My Love
5442,Fierce People
5443,Hiding Out
5444,The Keep
5445,Claudelle Inglish
5446,Maid to Order
5447,Mission: Impossible
5448,Universal Soldiers: Regeneration
5449,Fire Down Below
5450,Primary Colors
5451,War Inc.
5452,Dancer in the Dark
5453,Starsky & Hutch
5454,Lan Yu
5455,Thinner
5456,Rear Window
5457,The Living End
5458,Vampires Suck
5459,Paper Man
5460,Days of Heaven
5461,D3: The Mighty Ducks
5462,Cold Comfort Farm
5463,All-Star Superman
5464,"Lust, Caution"
5465,The Goodbye Girl
5466,Radioland Murders
5467,Anthony Kaun Hai
5468,Footnote
5469,The Rack
5470,Bats
5471,The Front Page
5472,Exit Wounds
5473,The 'Burbs
5474,Attack
5475,Generation P
5476,The Orphanage
5477,Igor
5478,October Sky
5479,Boxing Helena
5480,Material Girls
5481,Coraline
5482,The Lost World: Jurassic Park
5483,Star of Midnight
5484,The Manchurian Candidate
5485,From up on Poppy Hill
5486,Finding Neverland
5487,Homeward Bound: The Incredible Journey
5488,The Fast and the Furious: Tokyo Drift
5489,An Officer and a Gentleman
5490,The Rookie
5491,The Next Best Thing
5492,Guilty by Suspicion
5493,The Naked Gun: From the Files of Police Squad!
5494,"South Park: Bigger, Longer & Uncut"
5495,One Day in the Future
5496,Inception
5497,Hadh Kar Di Aapne
5498,Internal Affairs
5499,24 Hour Party People
5500,I Want Candy
5501,Plein Soleil
5502,When a Stranger Calls
5503,The Alamo
5504,My Mighty Princess
5505,Daredevil
5506,Cold Creek Manor
5507,From Hell
5508,Kids in America
5509,Mr. Mom
5510,Pi
5511,Eating Out
5512,The Sting
5513,Half Past Dead
5514,Lethal Weapon 2
5515,Inglourious Basterds
5516,Shrek
5517,The Devil Wears Prada
5518,Up in the Air
5519,Escape from New York
5520,Gremlins
5521,The Delicate Delinquent
5522,I.O.U.S.A.
5523,Keys to Tulsa
5524,Lucas
5525,Lionheart
5526,The Hairdresser's Husband
5527,Dark Blue
5528,3 Ninjas
5529,The Cure
5530,Superman/Batman: Apocalypse
5531,Autograph
5532,Death Bell
5533,The Raid
5534,Uncle Buck
5535,House Calls
5536,Starchaser: The Legend of Orin
5537,The Sentinel
5538,What's Love Got to Do with It
5539,Hangman's Knot
5540,Good Dick
5541,City Island
5542,Prête-moi ta main
5543,King's Ransom
5544,The Monkey's Mask
5545,Bwana Devil
5546,African Cats
5547,Beowulf
5548,Death Wish 3
5549,Color of Night
5550,La Dolce Vita
5551,The Crying Game
5552,Hombre
5553,Lovers' Concerto
5554,The Cemetery Club
5555,Tetro
5556,Grown Ups
5557,Hercules
5558,After.Life
5559,Lady Sings the Blues
5560,Waiting to Exhale
5561,Sweet Smell of Success
5562,Perfect
5563,California Suite
5564,Prom Night II
5565,Kindergarten Cop
5566,"The Personal History, Adventures, Experience, and Observation of David Copperfield the Younger"
5567,Club Fed
5568,Almost an Angel
5569,Bella
5570,The Devil's Advocate
5571,Bulletproof Monk
5572,River of No Return
5573,Music and Lyrics
5574,Sweet Home Alabama
5575,Drop Dead Gorgeous
5576,Gran Torino
5577,Running with Scissors
5578,Not Another Teen Movie
5579,Imagine That
5580,Loverboy
5581,Sudden Fear
5582,Another Earth
5583,Speechless
5584,The Clan of the Cave Bear
5585,Blackrock
5586,Picture Perfect
5587,Lovely to Look At
5588,Small Town Rivals
5589,Service Entrance
5590,The Last Days of Disco
5591,The Funhouse
5592,In the Land of Women
5593,Home on the Range
5594,Doc Hollywood
5595,All the Little Animals
5596,The Crucible
5597,The Last Wagon
5598,You Pet
5599,The Women
5600,The Emperor's Club
5601,Tom Jones
5602,Michael Clayton
5603,The Door in the Floor
5604,Too Young to Kiss
5605,Indian Summer
5606,A Stranger Among Us
5607,Thimiru
5608,Follow the Fleet
5609,Charlotte Gray
5610,Mrs. Winterbourne
5611,The Baby-Sitters Club
5612,Khottabych
5613,Anjali
5614,Patch Adams
5615,Stop-Loss
5616,Leap of Faith
5617,The Texas Chainsaw Massacre Part 2
5618,Dasepo Naughty Girls
5619,Americans at the Black Sea
5620,The Egyptian
5621,One Good Cop
5622,Little Boy Lost
5623,Fullmetal Alchemist: The Sacred Star of Milos
5624,Bridget Jones: The Edge of Reason
5625,The Hills Have Eyes 2
5626,Old Joy
5627,Wanderlust
5628,Get the Gringo
5629,North by Northwest
5630,Cruel Intentions
5631,The Wild
5632,The Last Temptation of Christ
5633,Adam's Woman
5634,The Golden Compass
5635,Overboard
5636,Julien Donkey-Boy
5637,Never Let Me Go
5638,The Merry Widow
5639,The Bachelor
5640,Footloose
5641,Max Keeble's Big Move
5642,Kissing a Fool
5643,"The Goods: Live Hard, Sell Hard"
5644,From Paris with Love
5645,Lonesome Jim
5646,Haute Tension
5647,A View to a Kill
5648,Superman: Doomsday
5649,The Karate Kid
5650,Piranha 3DD
5651,Lake City
5652,Stagecoach
5653,Live Flesh
5654,Ghostbusters
5655,Blithe Spirit
5656,Slackers
5657,You're in the Navy Now
5658,Who Am I?
5659,Thoranai
5660,Say One for Me
5661,Having Wonderful Time
5662,The Switch
5663,Naruto the Movie: Snow Princess' Book of Ninja Arts
5664,Run for the Sun
5665,Shall We Dance
5666,Night Shift
5667,Divided We Fall
5668,White Noise: The Light
5669,The Prince of Tides
5670,Flashpoint
5671,Moving
5672,Das Boot
5673,Trapeze
5674,Son of Kong
5675,Lemon Tree
5676,The Ant Bully
5677,Short Circuit 2
5678,The Mutant Chronicles
5679,The Wings of Eagles
5680,Star Wars Episode III: Revenge of the Sith
5681,My Girl and I
5682,Let the Right One In
5683,Money Talks
5684,Yankee Doodle Dandy
5685,Dragon: The Bruce Lee Story
5686,December Boys
5687,Walker
5688,The Princess Diaries
5689,Miracle Mile
5690,Ploy
5691,Rat Race
5692,Wag the Dog
5693,Funny About Love
5694,Ben and Arthur
5695,New York Stories
5696,College
5697,Mooz-lum
5698,Only the Valiant
5699,Pathology
5700,Pokémon: The First Movie
5701,Scream
5702,Christine
5703,The Prince Who Was a Thief
5704,Cannonball
5705,Pokémon: Jirachi Wishmaker
5706,On the Occasion of Remembering the Turning Gate
5707,Spitfire
5708,Journey 2: The Mysterious Island
5709,Love Is a Many-Splendored Thing
5710,Julia
5711,Devil in a Blue Dress
5712,Operation Dumbo Drop
5713,Windtalkers
5714,The Assignment
5715,Another Day in Paradise
5716,A Guide to Recognizing Your Saints
5717,A Guy Thing
5718,The Day the Earth Stood Still
5719,Observe and Report
5720,The Rains of Ranchipur
5721,Country
5722,Barbershop 2: Back in Business
5723,The Muppets Take Manhattan
5724,13 Assassins
5725,Blue Salt
5726,The Singles Ward
5727,Monte Carlo
5728,Dirty Love
5729,Tommy Boy
5730,Broken Lance
5731,Wild Hogs
5732,The Unbelievable Truth
5733,FeardotCom
5734,Only the Strong
5735,New Moon
5736,The Raspberry Reich
5737,Hunting Season
5738,Black and White
5739,Dark Shadows
5740,From Beginning to End
5741,Happy Feet
5742,Changeling
5743,White Sands
5744,Beauty of the Day
5745,Skateland
5746,On the Road
5747,Scary Movie 3
5748,The Restless
5749,The Informant!
5750,Apocalypto
5751,The Pledge
5752,Needful Things
5753,Roja
5754,Callaway Went Thataway
5755,Power
5756,Saw IV
5757,Wait Until Dark
5758,Freejack
5759,Guarding Tess
5760,8 Heads in a Duffel Bag
5761,Something Borrowed
5762,The Ballad of Jack and Rose
5763,Sweet and Lowdown
5764,Ragtime
5765,Basic
5766,Showgirls
5767,Jurassic Park
5768,Prince of Persia: The Sands of Time
5769,Unaccompanied Minors
5770,Deliverance
5771,Friday the 13th Part 2
5772,August Eighth
5773,Big Miracle
5774,Small Town Girl
5775,Money From Home
5776,The Manchurian Candidate
5777,Madagascar
5778,Earth Girls Are Easy
5779,Predators
5780,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
5781,The Grand
5782,National Velvet
5783,976-EVIL
5784,Rio Rita
5785,Lawless
5786,Day Watch
5787,Silent Movie
5788,Equinox
5789,Riding in Cars with Boys
5790,Frank and Jesse
5791,Taxi
5792,Mischief
5793,Trial
5794,Bloodsport
5795,Young Sherlock Holmes
5796,Death Sentence
5797,"Hook, Line and Sinker"
5798,The Toxic Avenger: Part 2
5799,The Polar Express
5800,Legends of the Fall
5801,Candyman
5802,Equilibrium
5803,Howard the Duck
5804,The Amazing Spider-Man
5805,The Haunting
5806,High Anxiety
5807,D2: The Mighty Ducks
5808,"Dancer, Texas Pop. 81"
5809,On Her Majesty's Secret Service
5810,New York Minute
5811,City by the Sea
5812,Do Re Mi Fa So La Ti Do
5813,She's So Lovely
5814,London Boulevard
5815,The Ten Commandments
5816,Dr. Jekyll and Mr. Hyde
5817,Team America: World Police
5818,Miss March
5819,Finding Mr. Destiny
5820,Running on Empty
5821,The Great Divide
5822,Barbershop
5823,The Man Who Knew Too Little
5824,Spanglish
5825,American Dreamer
5826,JFK
5827,The Rock
5828,Hard Promises
5829,Red Dragon
5830,The Second Greatest Sex
5831,Eraserhead
5832,Skyline
5833,Ghost Rider
5834,Bachelor Mother
5835,Demetrius and the Gladiators
5836,Breaking In
5837,D.O.A.
5838,Buffalo Soldiers
5839,2 Fast 2 Furious
5840,Bucky Larson: Born to Be a Star
5841,Ice Age: Continental Drift
5842,The Count of Monte Cristo
5843,So This Is Paris
5844,The Woman in Red
5845,The Perfect Score
5846,Teacher's Pet
5847,Dolores Claiborne
5848,Joy Ride
5849,The Toxic Avenger
5850,Gantz
5851,The American President
5852,W.W. and the Dixie Dancekings
5853,"Grandview, U.S.A."
5854,The King and I
5855,Fast Five
5856,The Gate
5857,The Jungle Book
5858,Gentlemen Marry Brunettes
5859,Curly Sue
5860,Where the River Runs Black
5861,Goon
5862,Madea's Big Happy Family
5863,Sphere
5864,30 Minutes or Less
5865,The Shrimp on the Barbie
5866,City Slickers
5867,Superman/Batman: Public Enemies
5868,But I'm a Cheerleader
5869,The City of Violence
5870,The Recipe
5871,On the Threshold of Space
5872,The Prestige
5873,Missing in Action
5874,Death Defying Acts
5875,Corky Romano
5876,No Escape
5877,The Good German
5878,Journey to the Center of the Earth
5879,The Barkleys of Broadway
5880,Pecker
5881,Mystic River
5882,Antique
5883,The Storm Warriors
5884,Homicide
5885,Adventures of Don Juan
5886,Final Fantasy: The Spirits Within
5887,Harmony
5888,The Innkeepers
5889,Big
5890,Proof of Life
5891,REC 2
5892,Joe Somebody
5893,Gasland
5894,Haunted Honeymoon
5895,Madea Goes to Jail
5896,The Shining
5897,Killer Elite
5898,The Moon's Our Home
5899,Deadtime Stories
5900,Bitter Sweet
5901,The Karate Kid
5902,Swing Kids
5903,My Boyfriend is Type B
5904,Russian Ark
5905,Disturbia
5906,Charlotte's Web
5907,Bandits
5908,The Gauntlet
5909,Euphoria
5910,The Sitter
5911,Flesh & Blood
5912,The Fox and the Hound
5913,Judy Moody and the Not Bummer Summer
5914,Never Back Down
5915,"See No Evil, Hear No Evil"
5916,Dave
5917,Burke and Hare
5918,Here Comes the Groom
5919,The Amityville Horror
5920,"You, Me and Dupree"
5921,The President's Last Bang
5922,The Adventures of Elmo in Grouchland
5923,Hop
5924,Prancer
5925,Evil Dead II
5926,Chasing Ghosts
5927,Together
5928,Inchon
5929,The Green Hornet
5930,Biutiful
5931,Doomsday
5932,Cool Hand Luke
5933,Kissing Jessica Stein
5934,The Whole Nine Yards
5935,50/50
5936,Until the End of the World
5937,Red State
5938,The Help
5939,Anna Karenina
5940,Wild at Heart
5941,Hannah Montana: The Movie
5942,Pete's Dragon
5943,Abduction
5944,Annie
5945,Death at a Funeral
5946,The Tourist
5947,Celebrity
5948,Monster from the Ocean Floor
5949,Forever Young
5950,The Court Jester
5951,Crocodile Dundee in Los Angeles
5952,Roman de Gare
5953,Places in the Heart
5954,The Pirate Movie
5955,Groundhog Day
5956,Man of the House
5957,Dream a Little Dream
5958,Sunshine
5959,Explorers
5960,Swingers
5961,Twelve O'Clock High
5962,Beginners
5963,The Object of My Affection
5964,Toy Soldiers
5965,The Believers
5966,Earth
5967,Forrest Gump
5968,Blame it on Rio
5969,Forbidden Planet
5970,Dial M for Murder
5971,Presumed Innocent
5972,Operation Pacific
5973,The Last Detail
5974,Chicago
5975,Last Tango in Paris
5976,Max
5977,Girlfight
5978,The Roots of Heaven
5979,Rugrats in Paris: The Movie
5980,Downtown
5981,Bad Education
5982,The Wicker Man
5983,The Express
5984,Sunday in New York
5985,Latter Days
5986,Jumper
5987,Up
5988,Khel
5989,Killshot
5990,Bridget Jones's Diary
5991,Scooby-Doo 2: Monsters Unleashed
5992,Big Fan
5993,The Four Feathers
5994,2 Become 1
5995,I Saw the Devil
5996,Tomboy
5997,The Hours
5998,Xanadu
5999,Return to Paradise
6000,Family Plot
6001,Last Train Home
6002,Anne of Green Gables
6003,I Shot Andy Warhol
6004,Twin Town
6005,High School Musical: O Desafio
6006,The Last Flight of Noah's Ark
6007,The People Under the Stairs
6008,Kicking It Old Skool
6009,High Heels and Low Lifes
6010,The Mexican
6011,People I Know
6012,Dirty Work
6013,Shiloh 2: Shiloh Season
6014,Election
6015,Gang of Roses
6016,Jeopardy
6017,The Wedding Date
6018,Cecil B. Demented
6019,Pickup on South Street
6020,In & Out
6021,Fresh Horses
6022,Pony Express
6023,Spawn
6024,Race the Sun
6025,Regarding Henry
6026,Dolphin Tale
6027,Freaky Friday
6028,Quarantine
6029,Osmosis Jones
6030,Gosford Park
6031,School Days with a Pig
6032,Tron: Legacy
6033,The Rocky Horror Picture Show
6034,Rock of Ages
6035,The Phantom of the Opera
6036,Scrooged
6037,The Pebble and the Penguin
6038,High Fidelity
6039,The Secret in Their Eyes
6040,The Medallion
6041,Very Bad Things
6042,Dreamboat
6043,Abbott and Costello Go to Mars
6044,Piano Girl
6045,Dr. Jekyll and Ms. Hyde
6046,Shadowlands
6047,Black Widow
6048,Beasts of the Southern Wild
6049,Holy Man
6050,Murphy's Law
6051,HouseSitter
6052,The End of the Affair
6053,Le Divorce
6054,From the Hip
6055,Gunner Palace
6056,Heart of Midnight
6057,The Break-Up
6058,A Clockwork Orange
6059,A Very Short Life
6060,Irréversible
6061,Just Go With It
6062,The Mississippi Gambler
6063,Fire Down Below
6064,Animal Kingdom
6065,Infamous
6066,The League of Extraordinary Gentlemen
6067,Platoon Leader
6068,Friday the 13th: A New Beginning
6069,Pulp Fiction
6070,The TV Set
6071,Why Men Don't Listen and Women Can't Read Maps
6072,Freebie and The Bean
6073,Pandora and the Flying Dutchman
6074,Anything Else
6075,Punch
6076,The Blue Veil
6077,Gridiron Gang
6078,Plymouth Adventure
6079,Playing God
6080,Summer of '42
6081,Dead Alive
6082,Distant Drums
6083,Pump Up the Volume
6084,The Other Guys
6085,Natalie
6086,200 Cigarettes
6087,City Slickers II: The Legend of Curly's Gold
6088,The Bodyguard
6089,Emmanuelle
6090,National Lampoon's Van Wilder
6091,Lair of the White Worm
6092,Dr. Dolittle 2
6093,The Messenger: The Story of Joan of Arc
6094,Nightmares
6095,Man Without a Star
6096,Shining Through
6097,Made in Dagenham
6098,Porky's
6099,I.Q.
6100,Less Than Zero
6101,ATL
6102,Collateral
6103,The Emperor's New Groove
6104,High Noon
6105,Love Me Tender
6106,The Heiress
6107,The Hitcher
6108,La Luna
6109,Do the Right Thing
6110,Amityville 3-D
6111,A Kiss Before Dying
6112,I Am Sam
6113,Suburban Commando
6114,Everything Must Go
6115,Fast Times at Ridgemont High
6116,Mother's Boys
6117,No Way Out
6118,The Ugly Truth
6119,Sophie's Choice
6120,Graduation Day
6121,Secret Sunshine
6122,The Perfect Storm
6123,How Green Was My Valley
6124,Spacehunter: Adventures in the Forbidden Zone
6125,The Myth
6126,Glory Road
6127,True Colors
6128,The Amazing Panda Adventure
6129,Two If by Sea
6130,Kiss the Bride
6131,A Touch of Class
6132,Thieves
